gene_id	CC7_tx	CC7_prot	H2_tx	H2_prot	RS_tx	RS_prot	SSB01_tx	SSB01_prot
AIPGENE24716	0.22753		0.32403		0.14562		0.52329	
AIPGENE24717	-0.38509		-0.32072		-0.28594		-0.03226	
AIPGENE24718	-0.00123		0.06555		0.03545		0.55868	
AIPGENE24719	-0.3325		-0.57497				-0.48069	
AIPGENE24721	-0.08079		0.09044		-0.07315		0.12316	
AIPGENE24722	-0.51195		-0.12711		-0.06681		-0.91946	
AIPGENE24723	-0.24355		-0.37449		-0.11385		0.02502	
AIPGENE24724	0.21132	-0.07879	0.08981	0.00842	0.36802	-0.03931	0.03617	-0.0018
AIPGENE24726	-0.52658		-0.25875		-0.22608		-0.01528	
AIPGENE24727	-0.22556		0.03118		-0.35659		-0.30525	
AIPGENE24728	0.20988		-0.08507		0.23005		0.04384	
AIPGENE24729	-0.412		-0.33383		-1.56208		-1.02346	
AIPGENE24730	-0.24198		-0.69742		-0.59393		0.01751	
AIPGENE24731	-0.41105		0.06245		0.05371		-0.7843	
AIPGENE24732	0.09148		0.22145		0.01932		0.12814	
AIPGENE24734	-0.50192		-0.69486		-0.79536		-0.56273	
AIPGENE24735	0.57185	-0.0715	0.42113	0.04542	-0.0356	0.07439	0.44926	-0.01299
AIPGENE24736	0.00031		-0.15033		-0.1363		-0.39892	
AIPGENE24737	-0.30441	0.00858	-0.08694	0.11404	-0.36086	-0.1334	-0.48026	-0.10476
AIPGENE24738	0.44723		0.29535		0.3258		0.33715	
AIPGENE24739	-0.47311		-0.16127		-0.41726		-0.11458	
AIPGENE24740	-0.25505		0.03832		-0.04933		-0.22748	
AIPGENE24741	-0.3508		0.13746		-0.08626		0.01333	
AIPGENE24742	-0.2493		0.03848		0.0219		-0.40714	
AIPGENE24743	0.26696	-0.08636	-0.31671	0.2368	-0.69579	0.26164	-0.22332	-0.27351
AIPGENE24744	-0.33302		-0.41781		-0.1312		-0.18675	
AIPGENE24745	-0.14093	-0.09007	-0.02329	0.03588	0.00629	-0.01378	-0.09414	-0.07888
AIPGENE24746	0.22458		-0.28016		-0.44305		0.30978	
AIPGENE24747	0.05415		0.12161		-0.63043		-0.93049	
AIPGENE24749	-0.03102		0.50937		0.40885		0.38415	
AIPGENE24750	0.12971		-0.17449		-0.1477		-0.5185	
AIPGENE24751	-0.1332		-0.29321		0.1046		-0.0775	
AIPGENE24752	0.16772		0.10602		0.16762		0.24448	
AIPGENE24753	0.03493		0.0934		0.07175		0.25923	
AIPGENE24754	-0.40794		-0.1036		-0.11879		-0.30925	
AIPGENE24755	-0.16369		0.15876		0.12806		0.0578	
AIPGENE24756	-0.11426		0.09904		-0.24864		0.38996	
AIPGENE24757	-0.57196		-0.25504		-0.0635		-0.2413	
AIPGENE24758	-0.69798		-0.01322		-0.28397		-0.47172	
AIPGENE24759	-0.31033		-0.16097		-0.23441		-0.2279	
AIPGENE24760	0.40488		0.19153		0.18625		0.13741	
AIPGENE24761	-0.14983		0.04022		-0.15411		-0.70314	
AIPGENE24762	0.23185	0.05818	0.19117	-0.14883	0.01491	-0.1464	0.04986	-0.14412
AIPGENE24763	0.02269		0.04141		0.12044		0.0079	
AIPGENE24764	0.08519		-0.08441		-0.15146		0.02252	
AIPGENE24765	0.47		0.29306		0.15225		0.18899	
AIPGENE24766	-0.32163	0.03478	-0.05616	0.073	-0.05149	-0.11708	-0.17553	-0.01577
AIPGENE24767	0.00081		-0.01847		-0.27398	-0.32253	0.01339	0.59279
AIPGENE24768					0.07102		0.21767	
AIPGENE24769	-0.23995	0.00281	-0.25915	0.07639	0.0452	0.00253	0.06973	-0.04461
AIPGENE24770	-0.35068	-0.26609	0.19602	0.00691	-0.07162		0.07516	-0.1575
AIPGENE24771	-0.37737		-0.05527		0.19373		-0.2147	
AIPGENE24772	0.43881		0.06683		-0.08773		0.01966	
AIPGENE24773			-0.49104		-0.6164			
AIPGENE24774	-0.07028		-0.07911		-0.05701		0.11742	
AIPGENE24776	0.05077		0.04386		0.19108		0.14275	
AIPGENE24777	0.20766	-0.07261	0.18095	-0.10155	-0.04176		-0.43847	0.03899
AIPGENE24778	0.28832		-0.00376		-0.08389		-0.21471	
AIPGENE24779					-0.68816			
AIPGENE24780	-0.18285		-0.18855		-0.33972		-0.15797	
AIPGENE24781	0.29054		0.06704		0.20858		0.31602	
AIPGENE24782	-0.40486		0.10647		-0.04531		-0.26188	
AIPGENE24783	0.02085		-0.03765		-0.28142		0.0172	
AIPGENE24784	-0.03314		0.00819		-0.23833		-0.33879	
AIPGENE24785	0.06079		0.11502		0.26962		0.35778	
AIPGENE24786	0.26375	0.08354	0.2259	-0.03942	0.23193		0.31709	0.09453
AIPGENE24787	0.05911		0.13887		0.15732		-0.02017	
AIPGENE24788	0.3302		-0.67424		-0.29428		-0.21341	
AIPGENE24789	0.28462	0.42618	0.14537	-0.153	0.01353		0.23791	0.04572
AIPGENE24790	0.8965		0.71945		0.021		1.1534	
AIPGENE24791	-0.10878		-0.26799		-0.17531		0.40451	
AIPGENE24792	-0.64132		-0.59942		-0.7315		-0.76396	
AIPGENE24793	-0.12735	0.06348	-0.10586	-0.00998	-0.14496	-0.0936	-0.05428	-0.09036
AIPGENE24794	-0.05254		0.15545		0.0654		0.35484	
AIPGENE24795	-0.16716		-0.00212		-0.20432		0.01312	
AIPGENE24796	0.20275		-0.31038		-0.23824		-0.19277	
AIPGENE24797	-0.25258		0.09903		0.04248		-0.16081	
AIPGENE24798	-0.37063		-0.42784		-0.6868		-0.38589	
AIPGENE24799			-0.12425		0.06616			
AIPGENE24800	1.46342							
AIPGENE24801			-0.26783					
AIPGENE24803	-0.07215		-0.37262		0.05286		0.36862	
AIPGENE24806					-0.46536			
AIPGENE24807	0.28941		0.14259		-0.13247		0.22689	
AIPGENE24809	-0.90954		-0.61855		-0.1705		-0.87522	
AIPGENE24813	-0.1832						0.63331	
AIPGENE24814	-0.01039		-0.34903		0.33491		-0.09019	
AIPGENE24815	-1.00389		-0.18208				-1.42199	
AIPGENE24816			-0.12467					
AIPGENE24817	0.19967		-0.32189		0.07794		-0.21911	
AIPGENE24818	0.6871		0.06755		0.36047		0.53889	
AIPGENE24819	0.56224		-0.16137		0.42043		-0.25551	
AIPGENE24821	0.34359		0.70962		-0.13433		-0.27343	
AIPGENE24822			-0.16172					
AIPGENE24823	1.69887						0.126	
AIPGENE24824	-0.39246		-0.10664				0.02392	
AIPGENE24825							0.2064	
AIPGENE24826	-0.3595		-1.09521		0.1293		0.74924	
AIPGENE24827	-1.1303		-0.4957		1.97545		-1.29318	
AIPGENE24828	0.18683		0.34206				0.41112	
AIPGENE24829	-0.04027		-0.38651		-0.09477		-0.11889	
AIPGENE24830	-0.43348		-0.13879		0.14152		0.46204	
AIPGENE24831	-0.17586		0.45471		0.33575		0.0268	
AIPGENE24832	-0.3614		-0.49114		-0.95639		-0.41185	
AIPGENE24833	0.72733				-1.2639		-0.07269	
AIPGENE24834	-0.45026		-0.19018		-0.0738		-0.5272	
AIPGENE24835	-0.30668		-0.00499		0.43892		-0.14713	
AIPGENE24836	-0.28897		-0.25003		0.1132		-0.00498	
AIPGENE24838	-0.97709		-0.91882		-0.77517		-0.00242	
AIPGENE24839	-0.17737		-0.08636		-0.03833		-0.26637	
AIPGENE24840	-0.37254		-0.01157		-0.19702		-0.17169	
AIPGENE24841	0.18091		-0.42242		0.28996		0.4555	
AIPGENE24842	0.49258		0.18039		-0.05116		0.36498	
AIPGENE24843	0.53856		0.03613		0.33815		0.18487	
AIPGENE24844	-0.08167		-0.14492		-0.13666		-0.2473	
AIPGENE24845	0.09298		0.14186		-0.35986		-0.0145	
AIPGENE24846	0.344		0.15659		0.26815		0.38248	
AIPGENE24847	-0.06107		-0.28686		-0.08796		-0.23186	
AIPGENE24848	0.5179		0.10333		0.16092		0.17053	
AIPGENE24849	0.70228		0.22709		-0.04196		-0.28405	
AIPGENE24850	0.30264		0.39372		-0.05815		-0.06951	
AIPGENE24851	0.07678		-0.10014		0.13322		-0.03329	
AIPGENE24852	0.14524		-0.1716		0.25464		-0.02877	
AIPGENE24853	-0.92119	-0.39327	0.40423		-0.42971	0.78127	0.08053	-0.12713
AIPGENE24854	-0.32589		0.05402		0.48325		0.01535	
AIPGENE24855	0.12578		-0.13698		0.13912		0.18078	
AIPGENE24856	-0.13888		-0.1556		0.09545		-0.10514	
AIPGENE24857	-0.31725		-0.06305				-0.37608	
AIPGENE24858	-0.27736		-0.26363		-0.11538		-0.46837	
AIPGENE24859	-0.33863		-0.62178		-0.50752		-0.48415	
AIPGENE24860	-0.15791		-0.283		-0.01371		-0.24065	
AIPGENE24861	-0.6362		0.45411		-0.16208		-0.13761	
AIPGENE24862	0.19518		0.09094		0.05462		0.08381	
AIPGENE24863	0.09675		0.52619		0.34855		-0.33161	
AIPGENE24864	-0.40309		-0.19774		-0.10854		-0.30987	
AIPGENE24865	0.28296						-1.82177	
AIPGENE24866	-0.01666		-0.27091		-2.30461		-0.40625	
AIPGENE24867	0.14717		-0.72343		0.12866		0.054	
AIPGENE24868	0.12257		0.26895		0.54745		0.2775	
AIPGENE24869	-0.09622		-0.42654		-0.20942		-0.42201	
AIPGENE24870	-0.32836		-0.00134		-0.37865		-0.26177	
AIPGENE24871	-0.9373		-1.02172		-0.73345		-0.23283	
AIPGENE24872	0.06302		-0.47056		-0.34435		0.18554	
AIPGENE24873	0.10509		-0.22432		0.22679		0.16941	
AIPGENE24874	-0.00295		-0.03053		-0.3125		0.16907	
AIPGENE24875	0.71228		0.10942		0.53471		0.13434	
AIPGENE24876	-0.76781	-0.03549	0.10858	0.4822	0.12461		0.27627	-0.04451
AIPGENE24877	0.83003		0.14936		-0.10605		0.17028	
AIPGENE24878	-0.31563		0.01843		0.35679		-0.39735	
AIPGENE24879							-1.05362	
AIPGENE24881			-0.18478		0.76198			
AIPGENE24882			0.20729					
AIPGENE24883	-0.93132		-0.19989		-0.03626		0.58718	
AIPGENE24884	-0.23425		-0.58921		0.70365		-0.25913	
AIPGENE24885	0.18786		-1.29639		-0.34169		0.61869	
AIPGENE24886	-0.16738		-0.21634				-0.59962	
AIPGENE24888			0.25869		0.49037			
AIPGENE24889			-0.98325		0.57666			
AIPGENE24890	-0.399		-0.60976		-0.04117		-0.37067	
AIPGENE24891	0.43939		-0.02489		0.04116		0.12899	
AIPGENE24893	-0.10373		-0.50673		-0.28059		0.12951	
AIPGENE24894	0.16316		-0.25265				-0.30293	
AIPGENE24895	0.29052		-0.49289				-0.25767	
AIPGENE24897	-0.37627		-0.20715		0.16283		0.3061	
AIPGENE24898	-0.14627		0.06102		0.26616		-0.38554	
AIPGENE24899	-0.3036		0.44648		0.37496		-0.20707	
AIPGENE24900			0.12201					
AIPGENE24901	-0.72032		-0.27568		-0.26804		-1.39185	
AIPGENE24903	0.0509		-0.06373		-0.05667		-0.08605	
AIPGENE24904	0.65643		0.05041		0.21513		0.6476	
AIPGENE24905	0.72087		0.28233		0.1878		0.77279	
AIPGENE24906	0.19177		0.07779		-0.00437		0.11042	
AIPGENE24907	0.01661		-0.0433		0.05021		-0.01234	
AIPGENE24908	0.08192		-0.04964		0.13858		-0.18748	
AIPGENE24909	0.21071		0.00822		0.11459		0.08675	
AIPGENE24910	0.11341		0.06639		-0.15337		0.00609	
AIPGENE24917	-0.22106	0.01365	-0.06646	0.17368	-0.04176	0.1344	-0.11875	0.02919
AIPGENE24920	-0.1761		0.31956		-0.05873		0.29519	
AIPGENE24921	-0.17392		-0.0606		-0.23895		-0.09027	
AIPGENE24922	0.02031		0.18328		0.04904		0.15242	
AIPGENE24923	0.03854		-0.04014		0.00863		-0.14433	
AIPGENE24924	0.32854		0.12231		-0.03128		0.29866	
AIPGENE24925	-0.44911		-0.47517		-0.09797		-0.21642	
AIPGENE24926	-0.04817		-0.1737		0.07702		-0.01952	
AIPGENE24927	-0.42773		-0.37132		-0.2399		-0.58932	
AIPGENE24928	0.20646		0.20374		0.01547		0.17212	
AIPGENE24929	0.24504	0.02443	0.08488	-0.05627	0.09056	0.0166	0.18945	-0.05781
AIPGENE24930	0.36835		0.0283		0.01023		0.14044	
AIPGENE24931	0.10326		0.13476		-0.03116		0.10259	
AIPGENE24932	0.07754		-0.24968		0.1217		-0.30668	
AIPGENE24933	0.3212		0.61468		0.40356		-0.1641	
AIPGENE24934	0.14664		-0.43516		0.60194		0.19461	
AIPGENE24935	-0.00183		-0.0711		-0.02406		0.33653	
AIPGENE24936	-0.02781		0.13439		0.17126		0.27506	
AIPGENE24937	0.35274	-0.13809	0.15168	0.25594	0.27028		0.07649	-0.03338
AIPGENE24939	0.10149	-0.15528	0.26127	0.02957	-0.05381	0.06068	-0.06428	-0.10032
AIPGENE24941			-0.84493					
AIPGENE24943	-0.60278		0.0795				0.00917	
AIPGENE24944			-1.13272		-0.20597		-0.4679	
AIPGENE24945	0.61296		0.61038		0.29831		0.01638	
AIPGENE24946	0.12076		-0.44221		0.00764		-0.32018	
AIPGENE24947	0.11233		-0.2124		0.18726		-1.31155	
AIPGENE24948	0.14768				0.17845		-0.62907	
AIPGENE24949	0.69931		0.32505		0.29341		0.7174	
AIPGENE24950	0.19916		0.00131		0.13033		0.01122	
AIPGENE24951	0.24544		0.2317				-0.15009	
AIPGENE24952	-0.57876						0.00778	
AIPGENE24955	-0.21348		0.39472		-0.10289		0.25332	
AIPGENE24956	-0.27109				-0.14074		-0.88033	
AIPGENE24957			0.73832				-1.12029	
AIPGENE24958	0.48141		0.23271				-0.0517	
AIPGENE24959	0.15761		0.04205		-0.14484		-0.16284	
AIPGENE24960			-2.15002				-0.47701	
AIPGENE24962	0.29604		0.43273		-0.15422		0.09762	
AIPGENE24963	-0.1593		0.18569		0.53013		-0.1647	
AIPGENE24964	-0.2037		-0.09103		-0.00168	0.48607	-0.09099	-0.39296
AIPGENE24965	-0.19473		-0.07205		0.07264		-0.04917	
AIPGENE24966			-0.72156		-0.12513		-0.12648	
AIPGENE24967	-0.44659		0.05801		-0.4229		0.27929	
AIPGENE24968	0.2393		-0.32264				-0.09624	
AIPGENE24969	0.21365		-0.11448		-0.60381		0.45143	
AIPGENE24970	0.716		-0.20329		-0.15294		-0.6651	
AIPGENE24971			-0.40769					
AIPGENE24972	0.04386		-0.16846		0.00634		-0.31437	
AIPGENE24973			1.391		0.14173			
AIPGENE24975	0.2253		0.17574		0.274		0.09732	
AIPGENE24976	-0.10745		0.111		-0.05276		-0.54386	
AIPGENE24977	-0.29841	0.03607	-0.09938	0.02507	-0.11036	0.04656	-0.09717	-0.01985
AIPGENE24978	-0.11142		-0.00757		0.03763		-0.03778	
AIPGENE24979	-0.34286		0.14983		0.03619		-0.79904	
AIPGENE24980	-0.34063	-0.00091	-0.33508	0.075	-0.48691	-0.0271	-0.10601	-0.07396
AIPGENE24981	-0.10439		-0.31385		0.06903		-0.10979	
AIPGENE24982	0.33492		0.04052		0.12697		0.14744	
AIPGENE24983	-0.25904		-0.24657		-0.06062		-0.57575	
AIPGENE24985	0.01023	0.17583	-0.11126	0.02189	-0.52876	-0.14028	0.42574	0.2027
AIPGENE24986	-0.62017		-0.04596		0.33902		-0.42077	
AIPGENE24987	-0.11492		0.331		0.15547		-0.1258	
AIPGENE24988	-0.11854		-0.0471		-0.20821		-0.08913	
AIPGENE24989	-0.73838		-0.34963		0.34807		-0.24479	
AIPGENE24990	0.11481		-0.00235		-0.15481		0.21215	
AIPGENE24991	-0.47458		-0.2338		1.19341		0.06688	
AIPGENE24992	-0.05394		-0.23228		-0.69546		-0.68306	
AIPGENE24993					-0.47281			
AIPGENE24994	0.21032						2.71394	
AIPGENE24995	-0.62049		-0.35371		-0.47087		-0.64298	
AIPGENE24996	-0.00316		0.29061		0.13185		0.10274	
AIPGENE24997	0.76423		0.03013		-0.99114		1.6679	
AIPGENE24998	-0.20654		-0.20994		-0.01213		0.28596	
AIPGENE25001	-0.19968		-0.26213		-0.14942		-0.15856	
AIPGENE25002	0.24607		0.31933		0.3723		0.49267	
AIPGENE25003	0.23033		-0.03839		0.51753		0.19451	
AIPGENE25004	0.02821		0.20403		-0.14304		0.34218	
AIPGENE25005	0.42062		0.07863		0.48519		0.39493	
AIPGENE25006	0.38953		-0.21669				-0.92021	
AIPGENE25007	0.00064		-0.02185		-0.22315		0.02117	
AIPGENE25008	0.31135		0.02902		0.01253		0.13501	
AIPGENE25010	0.2787		0.02876		0.06937		0.11732	
AIPGENE25012	0.16354		0.00071		0.12993		0.88088	
AIPGENE25013	0.00677		0.22364		0.22694		0.01673	
AIPGENE25014	-0.07673		0.40625		0.00685		0.17247	
AIPGENE25015	0.48788		-0.00716		0.09143		0.3283	
AIPGENE25019	0.06385		0.33311		-0.06839		0.05191	
AIPGENE25020	-1.29966		-0.41726		0.29381		-0.64316	
AIPGENE25022	0.0106		0.15617		0.07055		0.38415	
AIPGENE25023	-0.01892		0.1035		0.3033		-0.23531	
AIPGENE25024	-0.40218		0.02787		-0.31231		-0.25307	
AIPGENE25025	-1.11223		-0.10456		-0.37295		-0.65838	
AIPGENE25026			0.01634		0.54103		0.30245	
AIPGENE25027	-0.12038		0.53251		0.68959		0.29919	
AIPGENE25028	0.21595		-0.47895		-0.07133		0.20162	
AIPGENE25031	-0.0753				0.85312		0.09553	
AIPGENE25032	-0.23261		0.06508		-0.15248		-0.30863	
AIPGENE25033			-0.25725				0.11548	
AIPGENE25034	-0.04706		-0.35933		0.21661		-0.18134	
AIPGENE25035	0.36837		-1.54555		0.19326		0.26551	
AIPGENE25036	-0.75924		-0.41459		-0.08561		-0.38606	
AIPGENE25038	-0.14838		0.08381		0.58205		0.33739	
AIPGENE25041	-0.18423		0.03548		-0.35205		-0.38052	
AIPGENE25042	-0.18494		-0.43104		0.09678		-0.34952	
AIPGENE25043	-0.36984		0.02891		0.00879		-0.31413	
AIPGENE25044	-0.25337		-0.46776		-0.15104		-0.23067	
AIPGENE25045	1.1041		-0.56305		-0.02041		0.19744	
AIPGENE25046	-0.41749		-0.25544		-0.65645		-0.58879	
AIPGENE25047	-0.57117		-0.3119		-0.54187		-0.43461	
AIPGENE25048	-0.2284		-0.42477		-0.18951		-0.45189	
AIPGENE25049	-0.0139		-0.01559		0.16827		-0.1572	
AIPGENE25050	-0.19544		-0.10523		-0.17385		-0.14643	
AIPGENE25051	0.23161						0.47991	
AIPGENE25052	0.1606		0.07343		0.27614		0.07545	
AIPGENE25053	0.17034		0.08726		0.09235		0.1744	
AIPGENE25054	0.31391		0.41642		0.37119		0.2385	
AIPGENE25055	-0.18093		0.12987		0.08238		-0.23705	
AIPGENE25056	0.20395		0.18141		0.04111		0.27735	
AIPGENE25057	0.16581		0.59532		0.28629		0.33471	
AIPGENE25058	0.15012		0.16998		0.20457		0.04295	
AIPGENE25059					-1.11197			
AIPGENE25060	-0.54356		-0.07249		0.22719		-0.22759	
AIPGENE25061	0.31976		0.10769		0.31494		0.2237	
AIPGENE25062	-0.49665	0.04798	-0.2656	0.10337	-0.39843	-0.1003	-0.4223	0.04302
AIPGENE25063	0.23619		0.09966		0.22956		0.2144	
AIPGENE25064	-0.16424		0.13375		-0.13152		-0.0753	
AIPGENE25065	-0.04372	0.03126	0.00867	0.03148	-0.13032	0.0006	-0.01144	0.06571
AIPGENE25066	0.21271		-0.03454		-0.05465		0.06511	
AIPGENE25067	0.20396		0.14476		0.1647		0.25369	
AIPGENE25069	-0.16081	-0.14279	-0.20187	0.03703	-0.11949	0.03937	-0.3456	0.05284
AIPGENE25070	-0.21081		-0.27592		0.17038		-0.03242	
AIPGENE25072			0.88227		1.08825		-0.15797	
AIPGENE25073	0.4283		0.17806		0.5979		-0.13177	
AIPGENE25074	-0.68231		-0.49288		-0.73519		-0.66506	
AIPGENE25075	0.03455	0.53003	0.02512	-0.53776	-0.08086	-0.05317	0.18678	-0.21546
AIPGENE25076	0.09392		0.25614		0.02329		0.03138	
AIPGENE25077	0.01417		0.09408		0.26058		0.19247	
AIPGENE25078	0.26404		0.07204		-0.09469		-0.12218	
AIPGENE25079	0.35327		-0.11078		-0.06478		-0.03487	
AIPGENE25080					0.3561			
AIPGENE25081	-0.18436		0.02849		-0.28498		-0.08996	
AIPGENE25082	0.58548		0.09621		0.0514		0.13654	
AIPGENE25083	0.65813		-0.03468		0.26871		0.38307	
AIPGENE25084	0.25451		0.73107		0.39683		0.60798	
AIPGENE25085	-0.16912		-0.03322		-0.15774		0.01574	
AIPGENE25086	0.14918		0.3529		0.07167		0.17289	
AIPGENE25087	-0.0562		0.34888		-0.01839		0.16608	
AIPGENE25088	-0.06559	0.01449	-0.07746	-0.1157	-0.08601		0.05764	-0.07645
AIPGENE25089	0.46025		-0.11559		-0.04234		0.35758	
AIPGENE25090	-0.19689		-0.26632		0.04837		-0.21667	
AIPGENE25091	0.23703		0.24043		-0.01528		0.14687	
AIPGENE25092	0.09446		0.26362		0.30839		0.31851	
AIPGENE25093	-0.28056		-0.15725		-0.0457		-0.19259	
AIPGENE25094	0.2667		0.41014		-0.1868		-0.12812	
AIPGENE25095	0.22839		0.19222		0.25244		0.24142	
AIPGENE25096	0.19389		0.32844		0.15612		0.35098	
AIPGENE25097	0.0648		0.3803		0.46247		0.22837	
AIPGENE25098	0.30156		0.06688		0.09503		0.15589	
AIPGENE25099	-0.36739		-0.31195		-0.53705		-0.44522	
AIPGENE25100	-0.22318		-0.15284		-0.22753		-0.28323	
AIPGENE25101			-0.09375		-0.08589			
AIPGENE25102	-0.15384		-0.09743		-0.20678		-0.06884	
AIPGENE25104	0.15795		-0.06172		0.22104		0.51032	
AIPGENE25105	0.04964		-0.02822		-0.21067		-0.36118	
AIPGENE25106	0.434	-0.09525	0.31067	-0.14256	0.40356	0.32436	0.70354	-0.81412
AIPGENE25107	0.44132	0.06278	0.55137	0.02944	0.44548	-0.00262	0.3766	-0.02049
AIPGENE25109	0.21227		0.12618		0.07137		0.10088	
AIPGENE25110	0.13768	0.06002	-0.0683		-0.18225		0.1388	-0.02713
AIPGENE25111	-0.21489	0.09524	-0.31506	-0.28368	-0.45905		-0.21039	0.01654
AIPGENE25112	0.52807		-0.57988		-0.40406		-0.09263	
AIPGENE25113	-0.18453		-0.03517		0.00859		-0.08837	
AIPGENE25114	0.09079		0.37963		0.1041		-0.01568	
AIPGENE25115	0.11888	0.00619	0.07902	-0.1584	0.00669		0.03095	-0.11952
AIPGENE25116	-0.31501		-0.15781		-0.18122		-0.20715	
AIPGENE25117	-0.15438		0.09745		-0.12298		-0.12641	
AIPGENE25118	0.24219		0.04464		0.10943		0.3115	
AIPGENE25119	-0.01209		-0.28854		0.08653		-0.03632	
AIPGENE25120	-0.76305		0.12751		-0.17029		-0.25531	
AIPGENE25122	0.15063		0.3456		0.0739		0.17524	
AIPGENE25123	-0.22083	0.04383	-0.06602	-0.17691	-0.00039		-0.17563	-0.14186
AIPGENE25127	-0.20567		-0.34997		-0.04681		-0.17133	
AIPGENE25128	0.02966	0.02396	0.05649	-0.06455	-0.06556		-0.08672	-0.04739
AIPGENE25129	-0.306	0.19645	0.20061	0.10687	-0.25038	0.04289	-0.06901	0.03914
AIPGENE25130	0.11495		0.01517		0.07484		0.10103	
AIPGENE25131	-0.34003		-0.37449		-0.56241		-0.42048	
AIPGENE25132	0.20695		2.12737		-0.01831		0.33564	
AIPGENE25133	0.15424	0.00244	0.11503	-0.08011	0.02257	0.07668	0.07997	0.00034
AIPGENE25134	0.19962		0.0933		0.01753		0.55851	
AIPGENE25135	0.3795		0.09703		0.11862		0.29127	
AIPGENE25136	0.15372		0.0455		0.10806		0.21026	
AIPGENE25137	0.76684		0.1059		0.20396		0.58464	
AIPGENE25138	-0.02683						0.09079	
AIPGENE25139	-0.25252		0.63364		-0.38038		-0.29133	
AIPGENE25140	-0.30791		0.06881		0.20849		-0.10029	
AIPGENE25141	-0.02169		-0.18408		-0.07191		0.01178	
AIPGENE25142	0.49407	0.12109	0.3539	0.00791	0.2823		0.50113	0.07163
AIPGENE25143	-0.15102		-0.1241		-0.16434		-0.1279	
AIPGENE25144	0.31791	0.06836	0.2474	-0.03275	0.34791		0.37001	-0.03267
AIPGENE25146	0.46278		0.12111		0.02325		-0.22363	
AIPGENE25147	0.16499		0.08317		0.19714		0.14787	
AIPGENE25148	-0.33836		-0.21038		-0.28956		-0.22804	
AIPGENE25149	0.0545		0.20139		0.24369		0.03538	
AIPGENE25150	0.14571	-0.14599	0.15312		0.1714		0.42092	-0.04302
AIPGENE25151	0.07087	0.17564	0.17012	-0.26825	0.10939	-0.37218	0.16549	-0.12466
AIPGENE25152	0.37798	0.04066	0.26186	0.0086	0.22428	0.03636	0.52025	0.01083
AIPGENE25153	0.07352		-0.11442		0.00812		0.13221	
AIPGENE25154			0.58833		0.49105			
AIPGENE25155	-0.21204		-0.23194		0.15407		-0.18917	
AIPGENE25156	0.16215	-0.03951	0.04193	-0.07945	0.23183	-0.01033	0.25496	0.04416
AIPGENE25157	-0.35545		-0.10756		-0.31353		-0.28587	
AIPGENE25158	-0.16341		-0.44626		-0.1223		-0.20119	
AIPGENE25159	0.17678	-0.1013	-0.06139	0.08532	-0.07995	-0.04258	-0.03638	0.03649
AIPGENE25160	-0.01223		0.08862		-0.02389		-0.08562	
AIPGENE25161	0.28147		0.30487		0.11271		0.16925	
AIPGENE25162	0.08121		0.199		-0.03802		0.11211	
AIPGENE25163	0.17065		-0.00687		0.02784		0.14918	
AIPGENE25164	-0.28532		0.13715		0.09454		-0.45754	
AIPGENE25165	-0.21021		-0.33981		-0.72858		-0.48903	
AIPGENE25166	0.14314		0.44855		0.13409		-0.09118	
AIPGENE25167	-0.02341		-0.30258		0.21351		-0.32425	
AIPGENE25168	0.54868		0.54175		0.37636		0.60682	
AIPGENE25169	0.1114		-0.02444		-0.05073		0.13949	
AIPGENE25170	-0.1845		-0.27586		-0.48142		-0.07428	
AIPGENE25171	-0.11502		-0.17917		-0.38054		0.07445	
AIPGENE25172	0.1756	-0.01209	0.21007	-0.03362	0.21332	0.16351	0.13261	-0.04667
AIPGENE25173	-0.28941		-0.14174		-0.14169		-0.25001	
AIPGENE25174	0.56872	-0.07194	0.3	0.00981	0.18625	0.03006	0.27343	-0.07616
AIPGENE25175	0.12525		0.41968		0.04941		-0.38262	
AIPGENE25176	-0.16604		0.08176		0.01961		-0.01982	
AIPGENE25177	-0.06272		-0.21695		-0.19193		0.4691	
AIPGENE25178	0.15737	0.04172	-0.08508	-0.01516	-0.519	0.01741	-0.07203	0.00898
AIPGENE25179	0.37382		0.23212		0.40574		0.45952	
AIPGENE25181	0.32445		-0.14005		0.05604		-0.06966	
AIPGENE25182	-0.36887		-0.42312		-0.40212		-0.12798	
AIPGENE25183	-0.03618		0.04578		0.08861		-0.04165	
AIPGENE25184	-0.07438		0.1334		-0.03817		-0.07847	
AIPGENE25185	0.07576		-0.29891		0.55645		-0.49237	
AIPGENE25186	0.44001		0.37268		0.29988		0.54681	
AIPGENE25187	0.39938		0.17823		0.17288		0.2141	
AIPGENE25188	-0.02592		0.519		0.48169		0.08202	
AIPGENE25189	-0.34753	-0.23916	-0.32703	0.11791	-0.52414	0.22432	-0.04111	0.87385
AIPGENE25190	-0.02455		-0.18803		-0.25131		-0.56544	
AIPGENE25191	-0.15329		-0.28213		-0.23192		-0.17335	
AIPGENE25192	-0.31734	0.11348	-0.27956	0.12959	-0.58719	0.58125	0.03915	1.07975
AIPGENE25194	0.42258	-0.03838	0.24434	-0.05801	0.20542	0.25977	0.31984	-0.59826
AIPGENE25195	-0.06357		0.22989		-0.17339		-0.10223	
AIPGENE25196	0.08487		0.15299		0.29204		0.19168	
AIPGENE25197	0.52001		-0.01368		0.15023		0.04365	
